rpc_id,rental_date,returning_date,trip_duration_days
2125,2020-04-22,2020-07-22,91.0
1828,2022-01-04,2022-05-05,121.0
2034,2024-01-12,2024-05-15,124.0
1562,2023-04-22,2023-07-31,100.0
301,2022-10-05,2022-12-28,84.0
4462,2020-06-11,2020-11-17,159.0
4773,2021-04-09,2021-07-16,98.0
545,2021-03-17,2021-06-26,101.0
3993,2020-04-21,2020-07-20,90.0
3837,2024-09-20,,
10,2022-02-12,2022-06-26,134.0
1504,2020-01-03,2020-03-23,80.0
3686,2021-12-09,2022-04-12,124.0
3836,2022-05-15,2022-08-22,99.0
4547,2023-11-26,2024-02-08,74.0
2636,2023-05-23,2023-08-17,86.0
1674,2022-09-30,2022-12-22,83.0
2938,2020-01-10,2020-03-12,62.0
1983,2023-10-18,2024-01-15,89.0
1260,2022-03-18,2022-05-31,74.0
3432,2022-01-24,2022-05-09,105.0
1983,2021-03-12,2021-09-15,187.0
2395,2020-03-31,2020-07-04,95.0
2479,2023-01-22,2023-04-12,80.0
1295,2022-06-19,2022-08-31,73.0
4438,2024-05-29,2024-08-16,79.0
246,2024-02-04,2024-05-04,90.0
2752,2022-03-24,2022-06-28,96.0
4423,2022-05-22,2022-09-14,115.0
3350,2024-01-19,2024-05-17,119.0
642,2022-06-12,2022-09-15,95.0
3764,2024-01-29,2024-05-05,97.0
4019,2020-04-11,2020-08-03,114.0
3589,2020-01-07,2020-04-07,91.0
4269,2021-01-22,2021-03-19,56.0
4675,2021-05-26,2021-09-12,109.0
1374,2022-12-17,2023-05-08,142.0
465,2021-02-26,2021-05-14,77.0
2250,2021-01-27,2021-07-14,168.0
2297,2021-06-21,2021-09-30,101.0
841,2022-07-13,2022-10-10,89.0
2174,2024-02-07,2024-04-19,72.0
703,2020-01-05,2020-04-24,110.0
1208,2021-02-13,2021-08-18,186.0
179,2021-01-26,2021-04-26,90.0
4036,2020-12-28,2021-04-23,116.0
4429,2020-04-08,2020-08-06,120.0
4723,2020-09-14,2021-01-26,134.0
2997,2020-04-10,2020-07-25,106.0
2311,2023-09-28,2023-12-25,88.0
3149,2024-11-15,,
4145,2022-10-23,2023-02-23,123.0
3542,2022-05-02,2022-09-07,128.0
2092,2022-04-21,2022-07-28,98.0
3849,2023-03-12,2023-06-16,96.0
2489,2021-07-17,2021-12-10,146.0
3683,2021-09-30,2021-12-04,65.0
4133,2024-09-20,,
81,2024-07-18,,
1700,2020-12-04,2021-04-01,118.0
1818,2020-01-10,2020-05-23,134.0
441,2020-07-31,2020-10-25,86.0
3178,2023-09-27,2024-01-26,121.0
259,2022-07-03,2022-10-20,109.0
2176,2023-01-15,2023-06-04,140.0
1533,2022-11-09,2023-04-01,143.0
4386,2021-05-29,2021-10-05,129.0
2636,2021-08-04,2022-01-08,157.0
4897,2021-07-09,2021-11-05,119.0
1248,2021-12-12,2022-05-08,147.0
3704,2020-05-02,2020-07-31,90.0
4421,2021-04-27,2021-08-05,100.0
2056,2023-11-10,2024-03-08,119.0
3178,2022-05-04,2022-07-08,65.0
4414,2021-09-21,2021-12-22,92.0
4159,2021-02-27,2021-05-15,77.0
4380,2022-01-17,2022-03-03,45.0
1414,2023-10-03,2024-02-27,147.0
1166,2022-12-22,2023-03-08,76.0
2129,2021-04-05,2021-06-25,81.0
65,2023-10-22,2024-01-24,94.0
4895,2020-10-08,2020-12-22,75.0
4044,2021-10-06,2021-12-09,64.0
4465,2020-06-18,2020-08-17,60.0
4541,2020-03-19,2020-06-15,88.0
4668,2021-07-07,2021-09-26,81.0
856,2023-07-01,2023-09-08,69.0
3344,2021-05-12,2021-10-17,158.0
4834,2021-10-25,2022-01-11,78.0
1007,2021-05-01,2021-08-18,109.0
350,2024-02-27,2024-06-08,102.0
4705,2021-07-02,2021-12-20,171.0
4022,2022-09-10,2022-12-30,111.0
1947,2023-06-15,2023-09-08,85.0
1980,2021-05-19,2021-08-15,88.0
3776,2024-09-01,,
3979,2020-12-27,2021-04-13,107.0
2085,2021-10-07,2022-02-05,121.0
1316,2023-03-15,2023-07-05,112.0
3711,2021-04-01,2021-07-08,98.0
825,2022-10-02,2022-12-02,61.0
2902,2023-09-08,2024-03-02,176.0
2020,2021-06-11,2021-11-01,143.0
899,2023-09-16,2024-02-03,140.0
1479,2021-07-12,2021-11-28,139.0
318,2021-05-26,2021-08-30,96.0
2539,2021-08-16,2021-10-31,76.0
4155,2021-03-28,2021-10-05,191.0
3432,2021-03-11,2021-06-03,84.0
2100,2024-04-27,2024-10-23,179.0
1558,2022-08-02,2022-11-13,103.0
4530,2022-04-28,2022-07-28,91.0
2553,2020-01-12,2020-05-29,138.0
1631,2021-07-19,2021-10-04,77.0
3541,2023-10-02,2024-01-18,108.0
1757,2024-08-11,,
1104,2024-03-01,2024-06-16,107.0
2982,2022-02-26,2022-07-17,141.0
1742,2020-01-04,2020-04-15,102.0
3645,2024-09-17,,
900,2023-05-27,2023-11-19,176.0
4398,2020-01-04,2020-03-25,81.0
2546,2024-09-17,2024-11-16,60.0
1492,2022-05-09,2022-08-23,106.0
2666,2024-08-03,,
2817,2022-06-10,2022-09-27,109.0
3469,2021-04-29,2021-09-13,137.0
4783,2020-10-11,2021-01-02,83.0
2107,2022-02-06,2022-09-07,213.0
770,2023-02-14,2023-06-11,117.0
303,2022-08-21,2022-11-21,92.0
4890,2020-10-09,2021-01-14,97.0
3923,2020-09-25,2021-01-10,107.0
953,2020-12-13,2021-03-24,101.0
2357,2024-09-29,,
698,2024-04-25,2024-06-22,58.0
3830,2023-07-11,2023-11-28,140.0
3930,2022-12-31,2023-04-18,108.0
50,2020-10-09,2021-04-03,176.0
1683,2023-06-01,2023-08-24,84.0
451,2023-11-21,2024-03-10,110.0
657,2021-03-11,2021-05-05,55.0
4263,2023-12-03,2024-02-26,85.0
4998,2024-05-23,2024-09-01,101.0
233,2024-11-04,,
1786,2022-09-20,2022-12-25,96.0
2378,2022-11-22,2023-04-23,152.0
3401,2022-04-17,2022-06-14,58.0
4416,2024-05-20,2024-08-30,102.0
3037,2020-06-03,2020-09-24,113.0
724,2024-05-24,2024-11-02,162.0
3353,2021-12-04,2022-04-16,133.0
2034,2023-10-28,2024-01-11,75.0
156,2021-12-22,2022-03-11,79.0
4387,2022-09-01,2023-01-11,132.0
451,2021-02-10,2021-04-30,79.0
301,2021-11-14,2022-02-24,102.0
3339,2021-10-25,2022-02-03,101.0
4661,2020-01-14,2020-04-03,80.0
3001,2023-05-20,2023-08-16,88.0
2149,2020-09-04,2020-11-17,74.0
3949,2023-10-27,2024-01-26,91.0
2428,2023-06-19,2023-09-02,75.0
1705,2024-11-15,,
3650,2020-08-04,2020-10-20,77.0
100,2023-03-31,2023-07-23,114.0
3689,2023-12-29,2024-04-07,100.0
2011,2024-10-08,,
1716,2021-03-04,2021-04-27,54.0
4353,2021-08-12,2022-01-06,147.0
4398,2024-03-12,2024-06-22,102.0
4138,2021-07-07,2021-11-07,123.0
4957,2020-04-04,2020-07-11,98.0
3408,2023-12-11,2024-03-18,98.0
1214,2021-10-29,2022-02-21,115.0
4850,2022-07-31,2022-11-22,114.0
3875,2023-06-28,2023-09-22,86.0
3539,2021-07-08,2021-11-13,128.0
851,2021-06-06,2021-10-09,125.0
3876,2020-12-09,2021-03-21,102.0
1741,2023-09-22,2024-01-04,104.0
2981,2022-06-01,2022-09-01,92.0
4191,2020-04-25,2020-07-10,76.0
3708,2023-08-27,2023-11-11,76.0
711,2023-02-18,2023-04-22,63.0
2092,2023-04-04,2023-08-09,127.0
2656,2021-02-01,2021-07-01,150.0
995,2022-12-13,2023-04-28,136.0
4194,2020-08-28,2020-10-17,50.0
1588,2021-07-06,2021-10-02,88.0
3392,2021-01-30,2021-04-25,85.0
4575,2022-10-19,2023-01-12,85.0
4748,2024-03-20,2024-05-29,70.0
2107,2021-04-28,2021-08-18,112.0
3729,2020-04-01,2020-06-30,90.0
1061,2022-11-05,2023-02-14,101.0
1043,2023-10-29,2024-01-22,85.0
1059,2021-08-05,2021-10-30,86.0
1032,2024-10-22,,
1630,2023-10-19,2024-03-29,162.0
2020,2020-01-19,2020-04-13,85.0
2654,2024-10-13,,
3763,2022-06-14,2022-08-30,77.0
4077,2021-12-20,,
530,2022-09-29,2022-11-24,56.0
4044,2021-07-26,2021-09-20,56.0
1749,2021-07-03,2021-10-26,115.0
4336,2020-01-12,2020-05-04,113.0
2994,2020-12-18,2021-04-06,109.0
3471,2023-08-19,2023-12-28,131.0
4660,2020-12-13,2021-03-05,82.0
1333,2020-11-01,2021-02-10,101.0
1943,2022-07-26,2022-12-11,138.0
4645,2023-12-08,2024-05-22,166.0
1231,2023-10-26,2024-01-30,96.0
3917,2022-06-25,2022-09-23,90.0
4192,2023-07-19,2023-10-25,98.0
112,2021-10-07,2022-02-02,118.0
1431,2023-03-09,2023-05-23,75.0
1586,2022-03-01,2022-06-22,113.0
4882,2023-07-07,2023-10-04,89.0
4882,2022-08-04,2022-11-03,91.0
3344,2023-02-19,2023-05-28,98.0
1702,2024-03-13,2024-07-24,133.0
2670,2023-06-06,2023-11-09,156.0
962,2021-08-04,2021-11-27,115.0
4436,2022-03-29,2022-10-12,197.0
372,2021-08-05,2021-10-29,85.0
713,2022-09-04,2022-11-29,86.0
4539,2021-12-01,2022-04-04,124.0
3552,2022-01-28,2022-04-22,84.0
1885,2024-05-02,2024-08-04,94.0
3877,2023-12-04,2024-03-23,110.0
2571,2022-06-18,2022-08-15,58.0
2428,2024-10-12,,
649,2024-05-22,2024-10-20,151.0
4656,2024-04-19,2024-08-03,106.0
345,2023-08-19,2023-11-10,83.0
3902,2023-03-11,2023-08-04,146.0
225,2021-04-02,2021-07-15,104.0
299,2020-11-22,2021-03-14,112.0
902,2022-09-03,2023-01-05,124.0
2452,2023-12-07,2024-03-08,92.0
1393,2022-11-07,2023-02-01,86.0
3470,2023-08-26,2023-12-02,98.0
3416,2020-06-08,2020-10-20,134.0
644,2023-11-07,2024-05-04,179.0
2247,2024-09-13,,
2416,2024-09-01,,
823,2023-06-08,2023-09-17,101.0
1799,2021-03-22,2021-07-01,101.0
4237,2024-04-13,2024-07-24,102.0
3956,2021-01-04,2021-03-24,79.0
4274,2022-04-24,2022-08-22,120.0
2221,2020-01-10,2020-06-11,153.0
2014,2024-05-21,2024-09-03,105.0
338,2023-01-29,2023-05-04,95.0
2969,2020-08-14,2020-12-01,109.0
1180,2020-09-23,2021-01-04,103.0
4952,2021-01-31,2021-06-08,128.0
3962,2024-06-03,2024-08-22,80.0
1146,2023-02-14,2023-08-24,191.0
3616,2024-07-04,2024-10-01,89.0
2674,2024-03-10,2024-06-03,85.0
2042,2023-08-18,2023-11-15,89.0
4743,2021-08-15,2021-10-28,74.0
132,2023-05-12,2023-07-22,71.0
4176,2024-08-31,2024-11-10,71.0
3256,2023-09-06,2023-12-13,98.0
2447,2020-01-19,2020-04-04,76.0
1804,2021-11-07,2022-04-07,151.0
1236,2023-06-20,2023-08-28,69.0
4591,2022-06-14,2022-10-25,133.0
3420,2024-05-06,2024-07-15,70.0
608,2022-09-01,2023-01-03,124.0
1014,2023-09-29,2023-12-12,74.0
865,2023-03-26,2023-06-06,72.0
1606,2023-06-13,2023-10-05,114.0
489,2020-01-10,2020-04-07,88.0
2080,2020-06-30,2020-10-15,107.0
1448,2021-08-08,2021-11-13,97.0
3208,2021-01-20,2021-06-22,153.0
1501,2022-12-23,2023-05-22,150.0
1299,2024-10-02,,
4153,2021-10-07,2022-01-15,100.0
743,2020-08-16,2020-11-02,78.0
887,2023-09-09,2024-01-06,119.0
4618,2022-02-03,2022-05-09,95.0
636,2022-12-16,2023-05-30,165.0
2580,2022-12-21,2023-06-07,168.0
4280,2023-03-26,2023-06-28,94.0
1739,2024-05-15,2024-10-12,150.0
3169,2024-05-26,2024-09-20,117.0
1599,2021-07-05,2021-10-11,98.0
1561,2023-10-29,2024-01-25,88.0
4496,2020-06-17,2020-11-15,151.0
538,2020-12-26,2021-04-26,121.0
4345,2024-05-29,2024-09-10,104.0
4935,2023-05-29,2023-09-29,123.0
125,2020-08-17,2020-11-24,99.0
856,2022-11-18,2023-03-19,121.0
3623,2023-05-06,2023-08-28,114.0
2516,2021-10-24,2022-02-16,115.0
1356,2023-03-06,2023-06-16,102.0
2084,2020-06-26,2020-09-10,76.0
3861,2023-08-03,2023-10-30,88.0
2164,2022-08-25,2022-10-26,62.0
623,2020-12-25,2021-05-01,127.0
1517,2023-04-28,2023-08-17,111.0
3349,2020-01-16,2020-03-19,63.0
2036,2024-07-15,2024-10-03,80.0
2976,2022-12-07,2023-04-07,121.0
187,2020-01-07,2020-04-03,87.0
3169,2020-04-02,2020-07-09,98.0
1261,2020-05-29,2020-08-30,93.0
661,2022-07-29,2022-10-22,85.0
3008,2020-01-04,2020-03-19,75.0
4596,2021-01-14,2021-06-04,141.0
3071,2021-02-22,2021-08-18,177.0
1929,2022-02-04,2022-03-26,50.0
998,2021-07-21,2021-11-10,112.0
3325,2023-03-16,2023-06-09,85.0
2729,2021-05-25,2021-08-09,76.0
2083,2023-09-30,2023-12-03,64.0
3525,2020-12-03,2021-03-19,106.0
4019,2022-03-06,2022-05-26,81.0
4967,2022-07-03,2022-10-19,108.0
1739,2024-10-31,,
2846,2023-06-24,2023-12-05,164.0
487,2024-08-12,,
3449,2020-12-10,2021-03-21,101.0
2439,2023-01-27,2023-04-09,72.0
3628,2024-02-14,2024-05-28,104.0
462,2021-03-31,2021-07-05,96.0
4970,2024-06-28,2024-09-01,65.0
787,2020-01-12,2020-04-16,95.0
3194,2022-01-12,2022-05-05,113.0
161,2021-08-31,,
978,2023-07-10,2023-09-30,82.0
1319,2020-08-02,2020-12-28,148.0
3268,2023-04-06,2023-07-12,97.0
2610,2021-06-11,2021-10-25,136.0
5,2021-03-24,2021-07-10,108.0
858,2022-03-28,2022-07-02,96.0
1252,2021-02-11,2021-05-15,93.0
3952,2022-06-27,2022-10-14,109.0
2722,2020-10-15,2021-06-28,256.0
79,2021-12-15,2022-05-13,149.0
4536,2024-07-05,2024-09-17,74.0
575,2021-12-07,2022-08-26,262.0
3077,2021-12-28,2022-06-04,158.0
1844,2020-07-15,2020-09-23,70.0
2129,2023-03-12,2023-06-09,89.0
4200,2022-06-25,2022-09-24,91.0
1218,2020-04-13,2020-06-03,51.0
3034,2023-08-20,2023-10-25,66.0
3142,2020-01-10,2020-05-27,138.0
2802,2020-05-14,2020-08-04,82.0
1508,2023-05-26,2023-08-21,87.0
123,2023-04-07,2023-09-05,151.0
693,2022-06-18,2022-09-23,97.0
3926,2020-11-01,2021-02-06,97.0
2527,2023-02-12,2023-05-23,100.0
1442,2022-05-24,2022-09-14,113.0
3360,2022-08-20,2023-01-05,138.0
1796,2021-08-03,2022-01-03,153.0
3791,2020-01-07,2020-03-14,67.0
2130,2024-04-30,2024-07-31,92.0
878,2022-09-28,2023-02-17,142.0
3383,2020-09-02,2020-11-16,75.0
920,2024-06-03,2024-08-03,61.0
2363,2022-11-07,2023-03-04,117.0
191,2024-09-06,,
3372,2020-01-11,2020-03-11,60.0
2721,2021-08-14,2022-01-07,146.0
4611,2023-10-27,2024-01-13,78.0
1766,2022-01-09,2022-04-23,104.0
3221,2023-03-19,2023-08-13,147.0
4114,2023-01-28,2023-05-31,123.0
1599,2022-08-13,2022-11-19,98.0
1247,2023-09-25,2024-01-08,105.0
1461,2022-09-14,2022-12-30,107.0
1732,2023-05-30,2023-07-27,58.0
183,2021-10-22,2022-01-18,88.0
1085,2024-05-07,2024-07-13,67.0
1532,2023-08-16,2023-11-18,94.0
1049,2022-02-02,2022-07-15,163.0
475,2020-06-16,2020-08-26,71.0
1044,2023-04-17,2023-06-22,66.0
833,2022-08-10,2022-10-25,76.0
3986,2020-01-11,2020-05-04,114.0
4308,2023-09-04,2024-01-01,119.0
2069,2022-11-26,2023-02-26,92.0
4623,2021-02-04,2021-04-27,82.0
2338,2022-01-10,2022-05-23,133.0
2988,2020-01-04,2020-05-18,135.0
2255,2024-03-03,2024-07-05,124.0
4252,2023-09-16,2023-11-22,67.0
1465,2024-06-27,2024-09-19,84.0
1810,2024-10-15,,
2617,2023-07-30,2023-11-01,94.0
1673,2020-04-17,2020-06-24,68.0
790,2020-04-24,2020-08-05,103.0
3249,2023-11-13,2024-04-26,165.0
3629,2023-01-11,2023-04-16,95.0
4451,2023-11-29,2024-02-28,91.0
2161,2024-05-01,2024-09-07,129.0
4325,2024-08-26,,
1406,2020-08-06,2020-12-19,135.0
4974,2021-09-30,2021-12-22,83.0
2594,2023-09-23,2023-12-06,74.0
3952,2022-03-13,2022-06-24,103.0
2034,2023-06-19,2023-10-18,121.0
3169,2020-01-05,2020-03-30,85.0
1004,2023-07-20,2023-10-21,93.0
2045,2022-09-28,2022-12-10,73.0
3197,2024-05-30,2024-09-29,122.0
3007,2022-09-29,2023-01-13,106.0
1888,2022-07-04,2022-10-05,93.0
1340,2023-12-18,2024-03-09,82.0
1291,2022-11-02,2023-02-02,92.0
1874,2021-07-17,2021-10-26,101.0
1674,2023-07-01,2023-10-24,115.0
1156,2024-08-08,2024-11-11,95.0
3538,2020-12-05,2021-03-09,94.0
3099,2020-01-15,2020-05-11,117.0
4005,2022-04-20,2022-07-18,89.0
452,2024-02-05,2024-05-14,99.0
720,2024-09-24,,
545,2020-01-07,2020-04-24,108.0
3512,2022-02-24,2022-07-18,144.0
1279,2020-11-12,2021-01-16,65.0
1750,2024-04-26,2024-08-18,114.0
307,2021-12-22,2022-04-16,115.0
325,2020-06-04,2020-11-11,160.0
4568,2021-12-31,2022-04-16,106.0
626,2024-03-20,2024-05-28,69.0
4439,2022-03-20,2022-06-09,81.0
3229,2023-05-03,2023-08-29,118.0
1573,2024-03-27,2024-06-21,86.0
1562,2020-01-20,2020-04-05,76.0
2050,2023-10-08,2024-01-17,101.0
4344,2022-11-01,2023-03-18,137.0
4209,2020-01-03,2020-04-05,93.0
1416,2020-03-11,2020-05-04,54.0
440,2023-03-22,2023-07-01,101.0
671,2021-05-28,2021-09-22,117.0
644,2021-08-15,2022-01-09,147.0
4459,2022-05-13,2022-10-06,146.0
2978,2020-09-21,2021-01-03,104.0
63,2021-03-05,2021-06-04,91.0
997,2022-08-14,2022-11-06,84.0
1989,2023-07-16,2023-11-25,132.0
4925,2022-11-30,2023-03-16,106.0
423,2021-05-03,2021-07-29,87.0
2710,2020-04-11,2020-08-08,119.0
3251,2024-04-19,2024-09-21,155.0
868,2020-07-06,2020-10-04,90.0
3525,2024-08-28,,
3031,2023-05-07,2023-08-25,110.0
2785,2022-05-03,2022-08-07,96.0
638,2024-01-12,2024-04-23,102.0
3929,2021-10-20,2022-01-11,83.0
1120,2023-01-13,2023-04-06,83.0
4341,2024-01-30,2024-03-31,61.0
1982,2022-02-07,2022-05-01,83.0
1792,2021-02-25,2021-05-28,92.0
4841,2020-10-15,2021-01-12,89.0
2297,2023-11-01,2024-02-27,118.0
3740,2023-07-08,2023-09-27,81.0
3144,2024-05-03,2024-09-28,148.0
2598,2020-11-30,2021-03-26,116.0
498,2024-03-01,2024-07-01,122.0
629,2020-05-11,2020-08-06,87.0
729,2020-08-05,2020-10-30,86.0
2115,2022-11-18,2023-05-06,169.0
764,2021-12-09,2022-04-06,118.0
1320,2024-04-15,2024-08-26,133.0
89,2020-12-19,2021-02-24,67.0
4378,2024-11-09,,
1984,2024-06-13,2024-10-15,124.0
1245,2020-12-27,2021-07-09,194.0
4542,2024-10-24,,
331,2021-02-10,2021-05-19,98.0
857,2021-02-12,2021-04-23,70.0
2056,2024-08-17,2024-10-12,56.0
3174,2023-04-07,2023-06-25,79.0
2104,2021-01-21,2021-04-13,82.0
2043,2023-11-27,2024-02-11,76.0
4023,2020-05-15,2020-08-18,95.0
1167,2021-03-29,2021-06-20,83.0
855,2022-05-17,2022-10-30,166.0
660,2024-04-25,2024-09-30,158.0
19,2020-12-03,2021-04-04,122.0
3653,2023-12-06,2024-03-11,96.0
541,2023-11-01,2024-01-29,89.0
4103,2021-01-09,2021-05-31,142.0
1275,2023-04-24,2023-08-07,105.0
4976,2020-01-14,2020-05-04,111.0
4130,2020-01-19,2020-04-14,86.0
98,2021-06-04,2021-10-08,126.0
3018,2020-01-05,2020-02-18,44.0
98,2022-03-21,2022-06-26,97.0
2813,2024-02-24,2024-05-21,87.0
567,2022-04-12,2022-09-16,157.0
2785,2024-09-15,,
4285,2021-06-08,2021-11-02,147.0
721,2021-09-22,2021-11-29,68.0
2160,2021-10-04,2022-02-11,130.0
4646,2021-08-20,2022-01-24,157.0
2782,2024-02-29,2024-06-04,96.0
1364,2021-08-24,2021-11-27,95.0
4367,2020-12-09,2021-03-09,90.0
2021,2023-10-24,2024-02-02,101.0
3276,2023-10-16,2024-01-18,94.0
4098,2023-08-15,2024-02-21,190.0
2196,2024-05-30,2024-09-20,113.0
2079,2024-03-22,2024-06-16,86.0
1382,2024-01-01,2024-05-22,142.0
1023,2020-04-29,2020-07-18,80.0
71,2021-02-17,2021-05-15,87.0
2547,2022-07-23,2022-10-24,93.0
2064,2020-07-27,2020-10-31,96.0
2606,2023-08-02,2023-10-16,75.0
3595,2023-02-07,2023-05-10,92.0
4316,2022-07-30,2023-01-11,165.0
4812,2022-05-18,2022-10-05,140.0
2767,2024-05-05,2024-08-21,108.0
1249,2021-08-02,2021-11-04,94.0
4483,2020-11-04,2021-03-04,120.0
4626,2022-12-23,2023-07-12,201.0
389,2024-05-11,2024-09-19,131.0
687,2020-01-09,2020-05-24,136.0
64,2024-09-07,,
2665,2022-06-24,2022-09-07,75.0
1472,2024-04-13,2024-08-03,112.0
4622,2020-10-19,2021-01-13,86.0
2342,2020-12-26,2021-05-01,126.0
3454,2022-09-05,2022-11-18,74.0
301,2020-05-26,2020-10-04,131.0
3095,2023-05-03,2023-08-13,102.0
2434,2022-02-17,2022-07-06,139.0
1410,2020-04-27,2021-01-12,260.0
4009,2024-02-16,2024-06-19,124.0
2035,2022-10-11,2023-03-09,149.0
1041,2020-01-13,2020-04-06,84.0
2290,2020-09-15,2021-01-19,126.0
2382,2021-05-05,2021-08-17,104.0
1235,2020-04-14,2020-08-05,113.0
4267,2022-07-30,2022-11-05,98.0
165,2021-08-21,2022-04-05,227.0
3919,2024-11-15,,
1402,2021-02-21,2021-06-22,121.0
4549,2020-10-30,2021-01-31,93.0
1778,2021-09-08,2022-01-12,126.0
1533,2021-04-18,2021-06-14,57.0
1581,2024-02-19,2024-06-04,106.0
532,2024-09-04,,
1261,2021-06-21,2021-09-24,95.0
4362,2021-01-10,2021-04-01,81.0
1890,2024-05-27,2024-08-19,84.0
3748,2021-03-24,2021-07-30,128.0
1050,2024-09-29,,
3733,2021-04-19,2021-08-17,120.0
230,2021-08-30,2022-01-12,135.0
1361,2024-08-25,,
3896,2020-01-03,2020-03-12,69.0
3326,2022-04-15,2022-08-14,121.0
3350,2020-05-22,2020-08-03,73.0
4900,2020-03-26,2020-08-02,129.0
2675,2021-10-21,2022-01-23,94.0
3927,2021-06-06,2021-09-20,106.0
2166,2023-05-27,2023-08-25,90.0
498,2021-09-16,2021-12-12,87.0
3533,2021-10-20,2022-01-25,97.0
2879,2023-04-30,2023-08-10,102.0
3546,2024-02-19,2024-04-09,50.0
2442,2023-09-30,2024-01-24,116.0
3788,2020-05-12,2020-12-29,231.0
1053,2022-02-11,2022-04-30,78.0
2387,2024-09-05,2024-11-11,67.0
3651,2022-03-03,2022-07-02,121.0
2896,2024-08-27,,
442,2021-05-29,2021-10-23,147.0
1649,2024-10-19,,
4926,2021-11-27,2022-03-15,108.0
278,2023-07-10,2023-11-08,121.0
2127,2021-01-01,2021-03-19,77.0
568,2020-11-11,2021-01-15,65.0
3645,2020-09-04,2020-12-09,96.0
3029,2021-02-07,2021-07-19,162.0
1418,2022-08-06,2022-11-27,113.0
4530,2023-03-09,2023-05-24,76.0
3091,2023-02-27,2023-05-16,78.0
3430,2024-01-13,2024-04-19,97.0
2701,2024-08-22,,
3225,2021-07-18,2021-11-09,114.0
2650,2024-02-11,2024-06-03,113.0
2353,2024-05-24,2024-09-22,121.0
2309,2022-12-10,2023-02-03,55.0
316,2022-12-22,2023-04-19,118.0
3005,2021-09-17,2021-12-17,91.0
24,2023-08-22,2023-10-18,57.0
534,2022-11-01,2023-01-31,91.0
516,2022-08-16,2022-12-06,112.0
3242,2022-11-09,2023-01-20,72.0
1783,2020-01-18,,
914,2023-12-09,2024-02-27,80.0
889,2024-07-16,2024-09-19,65.0
4238,2021-09-27,2022-01-19,114.0
3185,2023-03-26,2023-06-28,94.0
557,2021-06-16,2021-09-17,93.0
534,2020-01-02,2020-04-16,105.0
4358,2022-12-29,2023-03-16,77.0
2591,2023-12-04,2024-03-02,89.0
2718,2024-05-23,2024-08-18,87.0
1014,2022-04-01,2022-06-11,71.0
436,2021-01-09,2021-04-23,104.0
4411,2022-09-07,2022-10-27,50.0
3569,2024-09-05,,
2510,2022-04-22,2022-08-19,119.0
3387,2023-04-03,2023-07-02,90.0
3997,2023-06-08,2023-10-06,120.0
997,2023-05-29,2023-08-08,71.0
94,2024-06-10,2024-09-26,108.0
1212,2020-01-19,2020-04-07,79.0
1772,2022-07-13,2022-11-30,140.0
4463,2022-05-16,2022-10-06,143.0
209,2020-01-20,2020-05-29,130.0
3878,2022-07-02,2022-09-05,65.0
3445,2024-10-03,,
4083,2020-01-09,2020-04-26,108.0
1288,2024-08-30,,
3261,2023-06-01,2023-08-15,75.0
1666,2024-02-17,2024-05-08,81.0
1156,2021-03-07,2021-06-01,86.0
1455,2024-02-28,2024-05-22,84.0
1443,2022-12-31,2023-05-02,122.0
3586,2022-07-30,2022-11-06,99.0
188,2023-09-30,2023-12-04,65.0
3167,2022-08-14,2022-12-08,116.0
1250,2022-04-19,2022-08-20,123.0
4578,2021-04-18,2021-08-07,111.0
3379,2021-03-20,2021-05-25,66.0
4046,2023-01-18,2023-06-08,141.0
3953,2023-07-20,2023-09-12,54.0
3701,2020-03-16,2020-07-11,117.0
983,2021-10-15,2022-01-31,108.0
4324,2022-08-15,2022-11-26,103.0
2383,2020-01-10,2020-03-12,62.0
2340,2024-03-24,2024-06-01,69.0
3492,2020-12-25,2021-03-03,68.0
2879,2020-10-06,2020-12-31,86.0
1912,2023-01-14,2023-05-08,114.0
1862,2021-12-07,2022-02-20,75.0
1109,2022-05-07,2022-09-15,131.0
4331,2024-03-13,2024-06-27,106.0
827,2021-05-28,2021-10-08,133.0
871,2020-06-06,2020-10-16,132.0
2083,2020-07-21,2020-11-20,122.0
4544,2022-01-25,2022-05-27,122.0
927,2020-03-23,2020-06-25,94.0
2346,2024-07-22,2024-10-02,72.0
3842,2024-07-01,2024-09-24,85.0
4816,2021-12-21,2022-03-25,94.0
3145,2023-10-18,,
3727,2024-11-06,,
1043,2021-06-16,2021-08-23,68.0
3216,2023-01-11,2023-03-29,77.0
2670,2020-10-15,2021-02-21,129.0
4836,2020-07-22,2020-12-14,145.0
1781,2023-09-26,2024-01-15,111.0
3967,2024-08-25,2024-11-09,76.0
961,2022-10-29,2023-02-10,104.0
3481,2022-06-16,2022-11-26,163.0
1466,2021-05-18,2021-09-14,119.0
3343,2023-03-23,2023-07-12,111.0
3844,2023-08-22,2023-11-28,98.0
3395,2021-12-30,2022-04-01,92.0
3232,2021-06-17,2021-09-15,90.0
1076,2022-08-01,2022-10-24,84.0
3714,2021-03-27,2021-07-26,121.0
3308,2020-12-06,2021-03-08,92.0
4026,2021-09-28,2022-04-01,185.0
3952,2023-08-03,2023-11-24,113.0
3599,2024-03-20,2024-05-17,58.0
437,2022-08-28,2022-11-30,94.0
2072,2020-06-08,2020-09-08,92.0
939,2024-08-03,,
3588,2022-11-25,2023-02-18,85.0
2061,2024-05-23,2024-07-25,63.0
